yyyy,mo,dd,hh,mm,h_weir,Q,runf
2013,4,22,3,30,18,19.436,1.14E-04
2013,4,22,4,0,17.7,18.712,1.09E-04
2013,4,22,4,30,17.5,18.229,1.07E-04
2013,4,22,5,0,17.4,17.834,1.04E-04
2013,4,22,5,30,17.2,17.364,1.02E-04
2013,4,22,6,0,17,16.866,9.86E-05
2013,4,22,6,30,16.7,16.253,9.50E-05
2013,4,22,7,0,16.5,15.598,9.12E-05
2013,4,22,7,30,16.4,15.337,8.97E-05
2013,4,22,8,0,16.3,15.22,8.90E-05
2013,4,22,8,30,16.2,15.043,8.80E-05
2013,4,22,9,0,16.1,14.845,8.68E-05
2013,4,22,9,30,16.1,14.768,8.64E-05
2013,4,22,10,0,16.1,14.735,8.62E-05
2013,4,22,10,30,16.1,14.663,8.57E-05
2013,4,22,11,0,16,14.576,8.52E-05
2013,4,22,11,30,15.9,14.317,8.37E-05
2013,4,22,12,0,15.8,13.997,8.19E-05
2013,4,22,12,30,15.7,13.758,8.05E-05
2013,4,22,13,0,15.6,13.549,7.92E-05
2013,4,22,13,30,15.5,13.448,7.86E-05
2013,4,22,14,0,15.5,13.386,7.83E-05
2013,4,22,14,30,15.5,13.495,7.89E-05
2013,4,22,15,0,15.6,13.666,7.99E-05
2013,4,22,15,30,15.7,13.789,8.06E-05
2013,4,22,16,0,15.7,13.894,8.13E-05
2013,4,22,16,30,15.7,13.906,8.13E-05
2013,4,22,17,0,15.7,13.885,8.12E-05
2013,4,22,17,30,15.8,14.059,8.22E-05
2013,4,22,18,0,15.9,14.304,8.36E-05
2013,4,22,18,30,16,14.528,8.50E-05
2013,4,22,19,0,16.1,14.745,8.62E-05
2013,4,22,19,30,16.2,15.026,8.79E-05
2013,4,22,20,0,16.4,15.331,8.97E-05
2013,4,22,20,30,16.4,15.561,9.10E-05
2013,4,22,21,0,16.5,15.765,9.22E-05
2013,4,22,21,30,16.6,15.987,9.35E-05
2013,4,22,22,0,16.7,16.217,9.48E-05
2013,4,22,22,30,16.8,16.325,9.55E-05
2013,4,22,23,0,16.8,16.389,9.58E-05
2013,4,22,23,30,16.8,16.47,9.63E-05
2013,4,23,0,0,16.9,16.558,9.68E-05
2013,4,23,0,30,16.9,16.581,9.70E-05
2013,4,23,1,0,16.9,16.581,9.70E-05
2013,4,23,1,30,16.9,16.733,9.79E-05
2013,4,23,2,0,17,16.939,9.91E-05
2013,4,23,2,30,17.1,17.055,9.97E-05
2013,4,23,3,0,17.1,17.139,1.00E-04
2013,4,23,3,30,17.1,17.095,1.00E-04
2013,4,23,4,0,17,17.006,9.95E-05
2013,4,23,4,30,16.6,16.02,9.37E-05
2013,4,23,5,0,16.1,14.708,8.60E-05
2013,4,23,5,30,16,14.437,8.44E-05
2013,4,23,6,0,16,14.545,8.51E-05
2013,4,23,6,30,16,14.495,8.48E-05
2013,4,23,7,0,15.9,14.387,8.41E-05
2013,4,23,7,30,15.9,14.183,8.29E-05
2013,4,23,8,0,15.7,13.943,8.15E-05
2013,4,23,8,30,15.7,13.837,8.09E-05
2013,4,23,9,0,15.7,13.78,8.06E-05
2013,4,23,9,30,15.7,13.799,8.07E-05
2013,4,23,10,0,15.7,13.846,8.10E-05
2013,4,23,10,30,15.8,13.987,8.18E-05
2013,4,23,11,0,15.8,14.162,8.28E-05
2013,4,23,11,30,15.9,14.244,8.33E-05
2013,4,23,12,0,15.9,14.292,8.36E-05
2013,4,23,12,30,16,14.54,8.50E-05
2013,4,23,13,0,16.1,14.86,8.69E-05
2013,4,23,13,30,16.3,15.228,8.91E-05
2013,4,23,14,0,16.5,15.614,9.13E-05
2013,4,23,14,30,16.7,16.168,9.45E-05
2013,4,23,15,0,17,16.783,9.81E-05
2013,4,23,15,30,17.2,17.5,1.02E-04
2013,4,23,16,0,17.5,18.255,1.07E-04
2013,4,23,16,30,17.8,19.087,1.12E-04
2013,4,23,17,0,18.2,19.947,1.17E-04
2013,4,23,17,30,18.5,20.856,1.22E-04
2013,4,23,18,0,18.8,21.783,1.27E-04
2013,4,23,18,30,19.2,22.784,1.33E-04
2013,4,23,19,0,19.5,23.811,1.39E-04
2013,4,23,19,30,19.7,24.571,1.44E-04
2013,4,23,20,0,20,25.234,1.48E-04
2013,4,23,20,30,20,25.383,1.48E-04
2013,4,23,21,0,20,25.345,1.48E-04
2013,4,23,21,30,20,25.413,1.49E-04
2013,4,23,22,0,20,25.519,1.49E-04
2013,4,23,22,30,20,25.497,1.49E-04
2013,4,23,23,0,20,25.429,1.49E-04
2013,4,23,23,30,20,25.306,1.48E-04
2013,4,24,0,0,19.9,25.162,1.47E-04
2013,4,24,0,30,19.8,24.857,1.45E-04
2013,4,24,1,0,19.7,24.492,1.43E-04
2013,4,24,1,30,19.6,24.052,1.41E-04
2013,4,24,2,0,19.4,23.585,1.38E-04
2013,4,24,2,30,19.3,23.203,1.36E-04
2013,4,24,3,0,19.2,22.853,1.34E-04
2013,4,24,3,30,19.1,22.482,1.31E-04
2013,4,24,4,0,18.9,22.103,1.29E-04
2013,4,24,4,30,18.8,21.631,1.26E-04
2013,4,24,5,0,18.6,21.125,1.24E-04
2013,4,24,5,30,18.3,20.443,1.20E-04
2013,4,24,6,0,18.1,19.697,1.15E-04
2013,4,24,6,30,17.9,19.107,1.12E-04
2013,4,24,7,0,17.7,18.574,1.09E-04
2013,4,24,7,30,17.5,18.183,1.06E-04
2013,4,24,8,0,17.4,17.843,1.04E-04
2013,4,24,8,30,17.2,17.466,1.02E-04
2013,4,24,9,0,17.1,17.075,9.99E-05
2013,4,24,9,30,17,16.94,9.91E-05
2013,4,24,10,0,17,16.898,9.88E-05
2013,4,24,10,30,16.8,16.342,9.56E-05
2013,4,24,11,0,16.5,15.599,9.12E-05
2013,4,24,11,30,16.4,15.459,9.04E-05
2013,4,24,12,0,16.4,15.537,9.09E-05
2013,4,24,12,30,16.4,15.554,9.10E-05
2013,4,24,13,0,16.4,15.548,9.09E-05
2013,4,24,13,30,16.6,15.832,9.26E-05
2013,4,24,14,0,16.7,16.221,9.49E-05
2013,4,24,14,30,17,16.97,9.92E-05
2013,4,24,15,0,17.4,17.85,1.04E-04
2013,4,24,15,30,17.6,18.373,1.07E-04
2013,4,24,16,0,17.7,18.767,1.10E-04
2013,4,24,16,30,18,19.486,1.14E-04
2013,4,24,17,0,18.3,20.324,1.19E-04
2013,4,24,17,30,18.5,21,1.23E-04
2013,4,24,18,0,18.8,21.617,1.26E-04
2013,4,24,18,30,19,22.192,1.30E-04
2013,4,24,19,0,19.1,22.752,1.33E-04
2013,4,24,19,30,19.3,23.191,1.36E-04
2013,4,24,20,0,19.4,23.586,1.38E-04
2013,4,24,20,30,19.5,23.75,1.39E-04
2013,4,24,21,0,19.5,23.83,1.39E-04
2013,4,24,21,30,19.5,23.697,1.39E-04
2013,4,24,22,0,19.4,23.487,1.37E-04
2013,4,24,22,30,19.3,23.18,1.36E-04
2013,4,24,23,0,19.2,22.837,1.34E-04
2013,4,24,23,30,19,22.276,1.30E-04
2013,4,25,0,0,18.8,21.636,1.27E-04
2013,4,25,0,30,18.5,20.954,1.23E-04
2013,4,25,1,0,18.3,20.257,1.18E-04
2013,4,25,1,30,18.1,19.724,1.15E-04
2013,4,25,2,0,17.9,19.252,1.13E-04
2013,4,25,2,30,17.7,18.785,1.10E-04
2013,4,25,3,0,17.6,18.32,1.07E-04
2013,4,25,3,30,17.4,17.799,1.04E-04
2013,4,25,4,0,17.1,17.258,1.01E-04
2013,4,25,4,30,16.9,16.672,9.75E-05
2013,4,25,5,0,16.7,16.07,9.40E-05
2013,4,25,5,30,16.4,15.564,9.10E-05
2013,4,25,6,0,16.2,15.093,8.83E-05
2013,4,25,6,30,16.1,14.807,8.66E-05
2013,4,25,7,0,16,14.589,8.53E-05
2013,4,25,7,30,15.9,14.261,8.34E-05
2013,4,25,8,0,15.7,13.894,8.12E-05
2013,4,25,8,30,15.6,13.734,8.03E-05
2013,4,25,9,0,15.6,13.651,7.98E-05
2013,4,25,9,30,15.6,13.659,7.99E-05
2013,4,25,10,0,15.6,13.701,8.01E-05
2013,4,25,10,30,15.6,13.575,7.94E-05
2013,4,25,11,0,15.5,13.388,7.83E-05
2013,4,25,11,30,15.4,13.297,7.78E-05
2013,4,25,12,0,15.4,13.241,7.74E-05
2013,4,25,12,30,15.4,13.222,7.73E-05
2013,4,25,13,0,15.4,13.217,7.73E-05
2013,4,25,13,30,15.4,13.287,7.77E-05
2013,4,25,14,0,15.5,13.385,7.83E-05
2013,4,25,14,30,15.6,13.521,7.91E-05
2013,4,25,15,0,15.6,13.672,8.00E-05
2013,4,25,15,30,15.7,13.863,8.11E-05
2013,4,25,16,0,15.8,14.068,8.23E-05
2013,4,25,16,30,15.9,14.34,8.39E-05
2013,4,25,17,0,16.1,14.636,8.56E-05
2013,4,25,17,30,16.2,14.881,8.70E-05
2013,4,25,18,0,16.3,15.106,8.83E-05
2013,4,25,18,30,16.4,15.331,8.97E-05
2013,4,25,19,0,16.4,15.555,9.10E-05
2013,4,25,19,30,16.6,15.803,9.24E-05
2013,4,25,20,0,16.7,16.06,9.39E-05
2013,4,25,20,30,16.6,16.031,9.38E-05
2013,4,25,21,0,16.6,15.9,9.30E-05
2013,4,25,21,30,16.5,15.789,9.23E-05
2013,4,25,22,0,16.5,15.687,9.17E-05
2013,4,25,22,30,16.5,15.581,9.11E-05
2013,4,25,23,0,16.4,15.474,9.05E-05
2013,4,25,23,30,16.3,15.311,8.95E-05
2013,4,26,0,0,16.3,15.127,8.85E-05
2013,4,26,0,30,16.2,14.881,8.70E-05
2013,4,26,1,0,16,14.613,8.55E-05
2013,4,26,1,30,15.9,14.349,8.39E-05
2013,4,26,2,0,15.8,14.087,8.24E-05
2013,4,26,2,30,15.7,13.867,8.11E-05
2013,4,26,3,0,15.6,13.662,7.99E-05
2013,4,26,3,30,15.5,13.475,7.88E-05
2013,4,26,4,0,15.4,13.295,7.77E-05
2013,4,26,4,30,15.4,13.101,7.66E-05
2013,4,26,5,0,15.3,12.904,7.55E-05
2013,4,26,5,30,15.2,12.669,7.41E-05
2013,4,26,6,0,15,12.42,7.26E-05
2013,4,26,6,30,14.9,12.18,7.12E-05
2013,4,26,7,0,14.8,11.942,6.98E-05
2013,4,26,7,30,14.7,11.791,6.90E-05
2013,4,26,8,0,14.7,11.672,6.83E-05
2013,4,26,8,30,14.6,11.551,6.75E-05
2013,4,26,9,0,14.5,11.428,6.68E-05
2013,4,26,9,30,14.5,11.344,6.63E-05
2013,4,26,10,0,14.5,11.274,6.59E-05
2013,4,26,10,30,14.5,11.321,6.62E-05
2013,4,26,11,0,14.5,11.409,6.67E-05
2013,4,26,11,30,14.4,11.197,6.55E-05
2013,4,26,12,0,14.3,10.874,6.36E-05
2013,4,26,12,30,14.2,10.722,6.27E-05
2013,4,26,13,0,14.1,10.632,6.22E-05
2013,4,26,13,30,14.2,10.839,6.34E-05
2013,4,26,14,0,14.4,11.153,6.52E-05
2013,4,26,14,30,14.5,11.258,6.58E-05
2013,4,26,15,0,14.5,11.286,6.60E-05
2013,4,26,15,30,14.5,11.293,6.60E-05
2013,4,26,16,0,14.5,11.293,6.60E-05
2013,4,26,16,30,14.5,11.327,6.62E-05
2013,4,26,17,0,14.5,11.374,6.65E-05
2013,4,26,17,30,14.5,11.4,6.67E-05
2013,4,26,18,0,14.5,11.419,6.68E-05
2013,4,26,18,30,14.6,11.514,6.73E-05
2013,4,26,19,0,14.6,11.636,6.80E-05
2013,4,26,19,30,14.8,11.859,6.94E-05
2013,4,26,20,0,14.9,12.119,7.09E-05
2013,4,26,20,30,14.9,12.188,7.13E-05
2013,4,26,21,0,14.9,12.188,7.13E-05
2013,4,26,21,30,14.9,12.188,7.13E-05
2013,4,26,22,0,14.9,12.188,7.13E-05
2013,4,26,22,30,14.9,12.191,7.13E-05
2013,4,26,23,0,14.9,12.196,7.13E-05
2013,4,26,23,30,14.9,12.18,7.12E-05
2013,4,27,0,0,14.9,12.155,7.11E-05
2013,4,27,0,30,14.9,12.167,7.12E-05
2013,4,27,1,0,14.9,12.191,7.13E-05
2013,4,27,1,30,14.9,12.112,7.08E-05
2013,4,27,2,0,14.8,11.996,7.02E-05
2013,4,27,2,30,14.9,12.158,7.11E-05
2013,4,27,3,0,15,12.422,7.26E-05
2013,4,27,3,30,15,12.37,7.23E-05
2013,4,27,4,0,14.9,12.203,7.14E-05
2013,4,27,4,30,14.8,12.035,7.04E-05
2013,4,27,5,0,14.8,11.866,6.94E-05
2013,4,27,5,30,14.7,11.72,6.85E-05
2013,4,27,6,0,14.6,11.583,6.77E-05
2013,4,27,6,30,14.5,11.443,6.69E-05
2013,4,27,7,0,14.5,11.303,6.61E-05
2013,4,27,7,30,14.4,11.248,6.58E-05
2013,4,27,8,0,14.4,11.225,6.56E-05
2013,4,27,8,30,14.4,11.202,6.55E-05
2013,4,27,9,0,14.4,11.179,6.54E-05
2013,4,27,9,30,14.3,11.022,6.45E-05
2013,4,27,10,0,14.2,10.816,6.33E-05
2013,4,27,10,30,14.2,10.758,6.29E-05
2013,4,27,11,0,14.2,10.753,6.29E-05
2013,4,27,11,30,14.2,10.749,6.29E-05
2013,4,27,12,0,14.2,10.744,6.28E-05
2013,4,27,12,30,14.1,10.564,6.18E-05
2013,4,27,13,0,14,10.319,6.03E-05
2013,4,27,13,30,14,10.374,6.07E-05
2013,4,27,14,0,14.1,10.538,6.16E-05
2013,4,27,14,30,14.2,10.825,6.33E-05
2013,4,27,15,0,14.4,11.158,6.53E-05
2013,4,27,15,30,14.5,11.325,6.62E-05
2013,4,27,16,0,14.5,11.433,6.69E-05
2013,4,27,16,30,14.6,11.551,6.76E-05
2013,4,27,17,0,14.7,11.674,6.83E-05
2013,4,27,17,30,14.7,11.794,6.90E-05
2013,4,27,18,0,14.8,11.914,6.97E-05
2013,4,27,18,30,14.8,11.848,6.93E-05
2013,4,27,19,0,14.7,11.714,6.85E-05
2013,4,27,19,30,14.8,12.017,7.03E-05
2013,4,27,20,0,15.1,12.478,7.30E-05
2013,4,27,20,30,15.1,12.659,7.40E-05
2013,4,27,21,0,15.2,12.739,7.45E-05
2013,4,27,21,30,15.2,12.691,7.42E-05
2013,4,27,22,0,15.1,12.596,7.37E-05
2013,4,27,22,30,15.1,12.502,7.31E-05
2013,4,27,23,0,15,12.409,7.26E-05
2013,4,27,23,30,14.9,12.177,7.12E-05
2013,4,28,0,0,14.8,11.896,6.96E-05
2013,4,28,0,30,14.7,11.686,6.83E-05
2013,4,28,1,0,14.6,11.501,6.73E-05
2013,4,28,1,30,14.5,11.37,6.65E-05
2013,4,28,2,0,14.5,11.258,6.58E-05
2013,4,28,2,30,14.4,11.063,6.47E-05
2013,4,28,3,0,14.2,10.839,6.34E-05
2013,4,28,3,30,14.2,10.809,6.32E-05
2013,4,28,4,0,14.2,10.85,6.35E-05
2013,4,28,4,30,14.2,10.781,6.30E-05
2013,4,28,5,0,14.1,10.673,6.24E-05
2013,4,28,5,30,14.1,10.514,6.15E-05
2013,4,28,6,0,14,10.336,6.04E-05
2013,4,28,6,30,13.9,10.164,5.94E-05
2013,4,28,7,0,13.8,9.994,5.84E-05
2013,4,28,7,30,13.7,9.917,5.80E-05
2013,4,28,8,0,13.7,9.874,5.77E-05
2013,4,28,8,30,13.7,9.785,5.72E-05
2013,4,28,9,0,13.6,9.678,5.66E-05
2013,4,28,9,30,13.5,9.515,5.56E-05
2013,4,28,10,0,13.4,9.331,5.46E-05
2013,4,28,10,30,13.4,9.279,5.43E-05
2013,4,28,11,0,13.4,9.275,5.42E-05
2013,4,28,11,30,13.4,9.31,5.44E-05
2013,4,28,12,0,13.4,9.36,5.47E-05
2013,4,28,12,30,13.5,9.416,5.51E-05
2013,4,28,13,0,13.5,9.474,5.54E-05
2013,4,28,13,30,13.4,9.38,5.49E-05
2013,4,28,14,0,13.3,9.231,5.40E-05
2013,4,28,14,30,13.3,9.158,5.36E-05
2013,4,28,15,0,13.3,9.113,5.33E-05
2013,4,28,15,30,13.3,9.125,5.34E-05
2013,4,28,16,0,13.3,9.158,5.36E-05
2013,4,28,16,30,13.2,8.98,5.25E-05
2013,4,28,17,0,13.1,8.726,5.10E-05
2013,4,28,17,30,13,8.589,5.02E-05
2013,4,28,18,0,12.9,8.494,4.97E-05
2013,4,28,18,30,12.9,8.486,4.96E-05
2013,4,28,19,0,12.9,8.51,4.98E-05
2013,4,28,19,30,12.9,8.493,4.97E-05
2013,4,28,20,0,12.9,8.462,4.95E-05
2013,4,28,20,30,12.9,8.456,4.95E-05
2013,4,28,21,0,12.9,8.46,4.95E-05
2013,4,28,21,30,12.9,8.45,4.94E-05
2013,4,28,22,0,12.9,8.434,4.93E-05
2013,4,28,22,30,12.9,8.447,4.94E-05
2013,4,28,23,0,12.9,8.471,4.95E-05
2013,4,28,23,30,12.9,8.468,4.95E-05
2013,4,29,0,0,12.9,8.456,4.95E-05
2013,4,29,0,30,12.8,8.312,4.86E-05
2013,4,29,1,0,12.7,8.119,4.75E-05
2013,4,29,1,30,12.6,8.029,4.70E-05
2013,4,29,2,0,12.6,7.976,4.66E-05
2013,4,29,2,30,12.6,7.92,4.63E-05
2013,4,29,3,0,12.5,7.864,4.60E-05
2013,4,29,3,30,12.5,7.784,4.55E-05
2013,4,29,4,0,12.4,7.695,4.50E-05
2013,4,29,4,30,12.4,7.617,4.45E-05
2013,4,29,5,0,12.3,7.544,4.41E-05
2013,4,29,5,30,12.3,7.471,4.37E-05
2013,4,29,6,0,12.2,7.399,4.33E-05
2013,4,29,6,30,12.2,7.353,4.30E-05
2013,4,29,7,0,12.2,7.317,4.28E-05
2013,4,29,7,30,12.1,7.255,4.24E-05
2013,4,29,8,0,12.1,7.184,4.20E-05
2013,4,29,8,30,12.1,7.149,4.18E-05
2013,4,29,9,0,12,7.128,4.17E-05
2013,4,29,9,30,12,7.133,4.17E-05
2013,4,29,10,0,12.1,7.147,4.18E-05
2013,4,29,10,30,12.1,7.185,4.20E-05
2013,4,29,11,0,12.1,7.231,4.23E-05
2013,4,29,11,30,12.1,7.238,4.23E-05
2013,4,29,12,0,12.1,7.231,4.23E-05
2013,4,29,12,30,12.1,7.242,4.24E-05
2013,4,29,13,0,12.1,7.26,4.25E-05
2013,4,29,13,30,12.2,7.373,4.31E-05
2013,4,29,14,0,12.3,7.521,4.40E-05
2013,4,29,14,30,12.4,7.615,4.45E-05
2013,4,29,15,0,12.4,7.688,4.50E-05
2013,4,29,15,30,12.5,7.773,4.55E-05
2013,4,29,16,0,12.5,7.863,4.60E-05
2013,4,29,16,30,12.6,7.959,4.65E-05
2013,4,29,17,0,12.6,8.057,4.71E-05
2013,4,29,17,30,12.7,8.202,4.80E-05
2013,4,29,18,0,12.8,8.363,4.89E-05
2013,4,29,18,30,12.9,8.464,4.95E-05
2013,4,29,19,0,12.9,8.542,5.00E-05
2013,4,29,19,30,13.1,8.742,5.11E-05
2013,4,29,20,0,13.2,8.987,5.26E-05
2013,4,29,20,30,13.3,9.222,5.39E-05
2013,4,29,21,0,13.5,9.453,5.53E-05
2013,4,29,21,30,13.6,9.699,5.67E-05
2013,4,29,22,0,13.8,9.951,5.82E-05
2013,4,29,22,30,13.9,10.274,6.01E-05
2013,4,29,23,0,14.1,10.623,6.21E-05
2013,4,29,23,30,14.2,10.799,6.32E-05
2013,4,30,0,0,14.3,10.913,6.38E-05
2013,4,30,0,30,14.4,11.143,6.52E-05
2013,4,30,1,0,14.5,11.416,6.68E-05
2013,4,30,1,30,14.7,11.731,6.86E-05
2013,4,30,2,0,14.9,12.061,7.05E-05
2013,4,30,2,30,15,12.399,7.25E-05
2013,4,30,3,0,15.2,12.74,7.45E-05
2013,4,30,3,30,15.2,12.798,7.48E-05
2013,4,30,4,0,15.2,12.752,7.46E-05
2013,4,30,4,30,15.2,12.851,7.52E-05
2013,4,30,5,0,15.3,13.002,7.60E-05
2013,4,30,5,30,15.4,13.132,7.68E-05
2013,4,30,6,0,15.4,13.255,7.75E-05
2013,4,30,6,30,15.5,13.344,7.80E-05
2013,4,30,7,0,15.5,13.421,7.85E-05
2013,4,30,7,30,15.4,13.203,7.72E-05
2013,4,30,8,0,15.2,12.877,7.53E-05
2013,4,30,8,30,15.2,12.681,7.42E-05
2013,4,30,9,0,15.1,12.532,7.33E-05
2013,4,30,9,30,15.1,12.474,7.29E-05
2013,4,30,10,0,15,12.449,7.28E-05
2013,4,30,10,30,15,12.457,7.28E-05
2013,4,30,11,0,15.1,12.477,7.30E-05
2013,4,30,11,30,15.1,12.518,7.32E-05
2013,4,30,12,0,15.1,12.568,7.35E-05
2013,4,30,12,30,15.1,12.509,7.31E-05
2013,4,30,13,0,15,12.41,7.26E-05
2013,4,30,13,30,15,12.398,7.25E-05
2013,4,30,14,0,15,12.418,7.26E-05
2013,4,30,14,30,15,12.355,7.22E-05
2013,4,30,15,0,15,12.261,7.17E-05
2013,4,30,15,30,14.9,12.201,7.13E-05
2013,4,30,16,0,14.9,12.152,7.11E-05
2013,4,30,16,30,14.9,12.051,7.05E-05
2013,4,30,17,0,14.8,11.93,6.98E-05
2013,4,30,17,30,14.8,11.849,6.93E-05
2013,4,30,18,0,14.7,11.782,6.89E-05
2013,4,30,18,30,14.7,11.677,6.83E-05
2013,4,30,19,0,14.6,11.559,6.76E-05
2013,4,30,19,30,14.6,11.513,6.73E-05
2013,4,30,20,0,14.6,11.494,6.72E-05
2013,4,30,20,30,14.5,11.39,6.66E-05
2013,4,30,21,0,14.5,11.255,6.58E-05
2013,4,30,21,30,14.4,11.171,6.53E-05
2013,4,30,22,0,14.4,11.107,6.50E-05
2013,4,30,22,30,14.3,10.926,6.39E-05
2013,4,30,23,0,14.2,10.703,6.26E-05
2013,4,30,23,30,14.1,10.549,6.17E-05
2013,5,1,0,0,14,10.42,6.09E-05
2013,5,1,0,30,13.9,10.229,5.98E-05
2013,5,1,1,0,13.8,10.015,5.86E-05
2013,5,1,1,30,13.7,9.82,5.74E-05
2013,5,1,2,0,13.6,9.632,5.63E-05
2013,5,1,2,30,13.5,9.567,5.59E-05
2013,5,1,3,0,13.5,9.546,5.58E-05
2013,5,1,3,30,13.4,9.376,5.48E-05
2013,5,1,4,0,13.3,9.152,5.35E-05
2013,5,1,4,30,13.2,8.992,5.26E-05
2013,5,1,5,0,13.1,8.854,5.18E-05
2013,5,1,5,30,13,8.716,5.10E-05
2013,5,1,6,0,13,8.577,5.02E-05
2013,5,1,6,30,12.9,8.482,4.96E-05
2013,5,1,7,0,12.9,8.404,4.91E-05
2013,5,1,7,30,12.8,8.312,4.86E-05
2013,5,1,8,0,12.7,8.216,4.80E-05
2013,5,1,8,30,12.7,8.076,4.72E-05
2013,5,1,9,0,12.6,7.921,4.63E-05
2013,5,1,9,30,12.5,7.824,4.58E-05
2013,5,1,10,0,12.4,7.75,4.53E-05
2013,5,1,10,30,12.4,7.684,4.49E-05
2013,5,1,11,0,12.4,7.621,4.46E-05
2013,5,1,11,30,12.3,7.549,4.41E-05
2013,5,1,12,0,12.3,7.472,4.37E-05
2013,5,1,12,30,12.2,7.386,4.32E-05
2013,5,1,13,0,12.1,7.296,4.27E-05
2013,5,1,13,30,12.1,7.227,4.23E-05
2013,5,1,14,0,12.1,7.167,4.19E-05
2013,5,1,14,30,12,7.097,4.15E-05
2013,5,1,15,0,12,7.023,4.11E-05
2013,5,1,15,30,11.9,6.965,4.07E-05
2013,5,1,16,0,11.9,6.913,4.04E-05
2013,5,1,16,30,11.8,6.816,3.99E-05
2013,5,1,17,0,11.7,6.703,3.92E-05
2013,5,1,17,30,11.6,6.519,3.81E-05
2013,5,1,18,0,11.5,6.309,3.69E-05
2013,5,1,18,30,11.4,6.223,3.64E-05
2013,5,1,19,0,11.4,6.18,3.61E-05
2013,5,1,19,30,11.3,6.124,3.58E-05
2013,5,1,20,0,11.3,6.063,3.55E-05
2013,5,1,20,30,11.2,6.005,3.51E-05
2013,5,1,21,0,11.2,5.948,3.48E-05
2013,5,1,21,30,11.2,5.891,3.44E-05
2013,5,1,22,0,11.1,5.834,3.41E-05
2013,5,1,22,30,11.1,5.787,3.38E-05
2013,5,1,23,0,11,5.744,3.36E-05
2013,5,1,23,30,11,5.689,3.33E-05
2013,5,2,0,0,11,5.631,3.29E-05
2013,5,2,0,30,10.9,5.595,3.27E-05
2013,5,2,1,0,10.9,5.568,3.26E-05
2013,5,2,1,30,10.9,5.516,3.23E-05
2013,5,2,2,0,10.8,5.456,3.19E-05
2013,5,2,2,30,10.8,5.407,3.16E-05
2013,5,2,3,0,10.7,5.362,3.14E-05
2013,5,2,3,30,10.7,5.32,3.11E-05
2013,5,2,4,0,10.7,5.278,3.09E-05
2013,5,2,4,30,10.6,5.246,3.07E-05
2013,5,2,5,0,10.6,5.216,3.05E-05
2013,5,2,5,30,10.6,5.174,3.03E-05
2013,5,2,6,0,10.6,5.128,3.00E-05
2013,5,2,6,30,10.5,5.105,2.99E-05
2013,5,2,7,0,10.5,5.09,2.98E-05
2013,5,2,7,30,10.5,5.063,2.96E-05
2013,5,2,8,0,10.5,5.032,2.94E-05
2013,5,2,8,30,10.5,5.011,2.93E-05
2013,5,2,9,0,10.4,4.994,2.92E-05
2013,5,2,9,30,10.5,5.006,2.93E-05
2013,5,2,10,0,10.5,5.029,2.94E-05
2013,5,2,10,30,10.4,4.983,2.91E-05
2013,5,2,11,0,10.4,4.912,2.87E-05
2013,5,2,11,30,10.3,4.83,2.82E-05
2013,5,2,12,0,10.2,4.743,2.77E-05
2013,5,2,12,30,10.2,4.708,2.75E-05
2013,5,2,13,0,10.2,4.692,2.74E-05
2013,5,2,13,30,10.2,4.675,2.73E-05
2013,5,2,14,0,10.2,4.659,2.72E-05
2013,5,2,14,30,10.1,4.632,2.71E-05
2013,5,2,15,0,10.1,4.602,2.69E-05
2013,5,2,15,30,10.1,4.567,2.67E-05
2013,5,2,16,0,10,4.529,2.65E-05
2013,5,2,16,30,10,4.482,2.62E-05
2013,5,2,17,0,10,4.431,2.59E-05
2013,5,2,17,30,9.9,4.392,2.57E-05
2013,5,2,18,0,9.9,4.358,2.55E-05
2013,5,2,18,30,9.9,4.322,2.53E-05
2013,5,2,19,0,9.8,4.286,2.51E-05
2013,5,2,19,30,9.8,4.249,2.48E-05
2013,5,2,20,0,9.8,4.213,2.46E-05
2013,5,2,20,30,9.7,4.187,2.45E-05
2013,5,2,21,0,9.7,4.164,2.43E-05
2013,5,2,21,30,9.7,4.142,2.42E-05
2013,5,2,22,0,9.7,4.122,2.41E-05
2013,5,2,22,30,9.6,4.1,2.40E-05
2013,5,2,23,0,9.6,4.077,2.38E-05
2013,5,2,23,30,9.6,4.071,2.38E-05
2013,5,3,0,0,9.6,4.071,2.38E-05
2013,5,3,0,30,9.6,4.055,2.37E-05
2013,5,3,1,0,9.6,4.032,2.36E-05
2013,5,3,1,30,9.6,4.017,2.35E-05
2013,5,3,2,0,9.6,4.004,2.34E-05
2013,5,3,2,30,9.5,3.975,2.32E-05
2013,5,3,3,0,9.5,3.941,2.30E-05
2013,5,3,3,30,9.5,3.906,2.28E-05
2013,5,3,4,0,9.4,3.872,2.26E-05
2013,5,3,4,30,9.4,3.845,2.25E-05
2013,5,3,5,0,9.4,3.82,2.23E-05
2013,5,3,5,30,9.3,3.787,2.21E-05
2013,5,3,6,0,9.3,3.751,2.19E-05
2013,5,3,6,30,9.3,3.733,2.18E-05
2013,5,3,7,0,9.3,3.721,2.18E-05
2013,5,3,7,30,9.3,3.707,2.17E-05
2013,5,3,8,0,9.3,3.693,2.16E-05
2013,5,3,8,30,9.2,3.687,2.16E-05
2013,5,3,9,0,9.2,3.685,2.15E-05
2013,5,3,9,30,9.4,3.815,2.23E-05
